,0
2180,pagecounts-20080108-180001.gz
2181,pagecounts-20080217-060000.gz
2182,pagecounts-20081028-030000.gz
2183,pagecounts-20080120-120000.gz
2184,pagecounts-20080401-020001.gz
2185,pagecounts-20080209-150000.gz
2186,pagecounts-20080808-030000.gz
2187,pagecounts-20080119-090000.gz
2188,pagecounts-20080317-030000.gz
2189,pagecounts-20080201-050000.gz
2190,pagecounts-20081125-170000.gz
2191,pagecounts-20080412-020000.gz
2192,pagecounts-20080128-060000.gz
2193,pagecounts-20080423-060000.gz
2194,pagecounts-20080703-200001.gz
2195,pagecounts-20080210-010001.gz
2196,pagecounts-20081028-080000.gz
2197,pagecounts-20081111-130000.gz
2198,pagecounts-20081017-130000.gz
2199,pagecounts-20080915-210000.gz
2200,pagecounts-20081012-110000.gz
2201,pagecounts-20080301-230000.gz
2202,pagecounts-20081102-040000.gz
2203,pagecounts-20080905-190000.gz
2204,pagecounts-20081106-040000.gz
2205,pagecounts-20081015-230001.gz
2206,pagecounts-20080227-180000.gz
2207,pagecounts-20080711-030000.gz
2208,pagecounts-20080406-100000.gz
2209,pagecounts-20080904-220000.gz
2210,pagecounts-20080531-210000.gz
2211,pagecounts-20081124-130000.gz
2212,pagecounts-20081016-060000.gz
2213,pagecounts-20081113-020000.gz
2214,pagecounts-20080521-030000.gz
2215,pagecounts-20080728-070000.gz
2216,pagecounts-20080127-170000.gz
2217,pagecounts-20081207-170000.gz
2218,pagecounts-20080525-220000.gz
2219,pagecounts-20081120-130000.gz
2220,pagecounts-20081029-220000.gz
2221,pagecounts-20080615-070000.gz
2222,pagecounts-20080401-200001.gz
2223,pagecounts-20080413-200000.gz
2224,pagecounts-20080803-090000.gz
2225,pagecounts-20080509-140000.gz
2226,pagecounts-20080906-170000.gz
2227,pagecounts-20080929-080000.gz
2228,pagecounts-20080626-110000.gz
2229,pagecounts-20081110-220000.gz
2230,pagecounts-20081126-220000.gz
2231,pagecounts-20080330-120000.gz
2232,pagecounts-20081224-080000.gz
2233,pagecounts-20080108-120000.gz
2234,pagecounts-20080414-150000.gz
2235,pagecounts-20080525-090000.gz
2236,pagecounts-20080814-210000.gz
2237,pagecounts-20080124-070000.gz
2238,pagecounts-20080801-000001.gz
2239,pagecounts-20081120-060001.gz
2240,pagecounts-20080606-110001.gz
2241,pagecounts-20080702-170000.gz
2242,pagecounts-20080425-120000.gz
2243,pagecounts-20081109-230001.gz
2244,pagecounts-20080125-070000.gz
2245,pagecounts-20080902-110000.gz
2246,pagecounts-20080816-090000.gz
2247,pagecounts-20080713-140000.gz
2248,pagecounts-20080202-140000.gz
2249,pagecounts-20080706-010000.gz
2250,pagecounts-20080918-140000.gz
2251,pagecounts-20081009-210000.gz
2252,pagecounts-20081204-160000.gz
2253,pagecounts-20080219-220000.gz
2254,pagecounts-20080618-090001.gz
2255,pagecounts-20081125-190000.gz
2256,pagecounts-20080204-190000.gz
2257,pagecounts-20080222-030000.gz
2258,pagecounts-20080829-230000.gz
2259,pagecounts-20080922-010000.gz
2260,pagecounts-20080928-020000.gz
2261,pagecounts-20080418-180000.gz
2262,pagecounts-20081217-130000.gz
2263,pagecounts-20081205-010000.gz
2264,pagecounts-20080711-170001.gz
2265,pagecounts-20080923-150000.gz
2266,pagecounts-20080909-090000.gz
2267,pagecounts-20080719-010000.gz
2268,pagecounts-20080219-100000.gz
2269,pagecounts-20080930-160000.gz
2270,pagecounts-20080116-220000.gz
2271,pagecounts-20080619-010000.gz
2272,pagecounts-20080123-200000.gz
2273,pagecounts-20080822-220000.gz
2274,pagecounts-20080106-140000.gz
2275,pagecounts-20081103-040000.gz
2276,pagecounts-20080118-090000.gz
2277,pagecounts-20080928-030001.gz
2278,pagecounts-20081117-050001.gz
2279,pagecounts-20081225-180000.gz
2280,pagecounts-20080711-070000.gz
2281,pagecounts-20080318-200000.gz
2282,pagecounts-20081109-130000.gz
2283,pagecounts-20080310-130000.gz
2284,pagecounts-20080827-210000.gz
2285,pagecounts-20080825-060000.gz
2286,pagecounts-20081103-000001.gz
2287,pagecounts-20080806-160000.gz
2288,pagecounts-20080321-010000.gz
2289,pagecounts-20080124-150000.gz
2290,pagecounts-20080315-010000.gz
2291,pagecounts-20081116-040000.gz
2292,pagecounts-20080107-220000.gz
2293,pagecounts-20080116-180000.gz
2294,pagecounts-20080323-050000.gz
2295,pagecounts-20080514-070000.gz
2296,pagecounts-20080103-200000.gz
2297,pagecounts-20080418-070000.gz
2298,pagecounts-20081129-170000.gz
2299,pagecounts-20081222-150000.gz
2300,pagecounts-20080116-080001.gz
2301,pagecounts-20081018-010000.gz
2302,pagecounts-20080804-010000.gz
2303,pagecounts-20081228-230000.gz
2304,pagecounts-20080625-020000.gz
2305,pagecounts-20080819-110000.gz
2306,pagecounts-20080319-110000.gz
2307,pagecounts-20081208-010000.gz
2308,pagecounts-20080118-220000.gz
2309,pagecounts-20081218-030000.gz
2310,pagecounts-20081018-000000.gz
2311,pagecounts-20081016-090000.gz
2312,pagecounts-20081019-190000.gz
2313,pagecounts-20081126-230000.gz
2314,pagecounts-20080716-140000.gz
2315,pagecounts-20081005-230000.gz
2316,pagecounts-20081129-090000.gz
2317,pagecounts-20080923-170000.gz
2318,pagecounts-20080723-120001.gz
2319,pagecounts-20081114-170001.gz
2320,pagecounts-20080913-030001.gz
2321,pagecounts-20081205-130000.gz
2322,pagecounts-20080926-040000.gz
2323,pagecounts-20081109-200000.gz
2324,pagecounts-20080108-130000.gz
2325,pagecounts-20080116-090000.gz
2326,pagecounts-20080210-000000.gz
2327,pagecounts-20080718-060000.gz
2328,pagecounts-20081010-040000.gz
2329,pagecounts-20080117-090000.gz
2330,pagecounts-20081119-040000.gz
2331,pagecounts-20081129-010001.gz
2332,pagecounts-20080824-020000.gz
2333,pagecounts-20080308-040000.gz
2334,pagecounts-20080209-020000.gz
2335,pagecounts-20080314-210000.gz
2336,pagecounts-20080901-130000.gz
2337,pagecounts-20080508-000000.gz
2338,pagecounts-20080215-060000.gz
2339,pagecounts-20080126-120000.gz
2340,pagecounts-20080803-190000.gz
2341,pagecounts-20081216-200000.gz
2342,pagecounts-20080604-150000.gz
2343,pagecounts-20080408-140000.gz
2344,pagecounts-20081213-220000.gz
2345,pagecounts-20080924-060000.gz
2346,pagecounts-20080526-050000.gz
2347,pagecounts-20080824-230001.gz
2348,pagecounts-20080401-000000.gz
2349,pagecounts-20081024-180001.gz
2350,pagecounts-20080102-040000.gz
2351,pagecounts-20081104-230000.gz
2352,pagecounts-20080406-050000.gz
2353,pagecounts-20080723-200000.gz
2354,pagecounts-20080314-190000.gz
2355,pagecounts-20080508-210001.gz
2356,pagecounts-20080521-170000.gz
2357,pagecounts-20080409-110000.gz
2358,pagecounts-20080624-090000.gz
2359,pagecounts-20080708-110001.gz
2360,pagecounts-20080313-190000.gz
2361,pagecounts-20080318-230000.gz
2362,pagecounts-20081129-130001.gz
2363,pagecounts-20081217-010000.gz
2364,pagecounts-20080218-130000.gz
2365,pagecounts-20081026-110000.gz
2366,pagecounts-20081127-120001.gz
2367,pagecounts-20080714-180000.gz
2368,pagecounts-20080109-190000.gz
2369,pagecounts-20080106-170001.gz
2370,pagecounts-20080508-070000.gz
2371,pagecounts-20080703-110000.gz
2372,pagecounts-20080722-230000.gz
2373,pagecounts-20080228-140001.gz
2374,pagecounts-20080814-180000.gz
2375,pagecounts-20080407-120000.gz
2376,pagecounts-20081226-050000.gz
2377,pagecounts-20080729-100000.gz
2378,pagecounts-20080507-120000.gz
2379,pagecounts-20080913-070000.gz
2380,pagecounts-20080801-020000.gz
2381,pagecounts-20080218-010000.gz
2382,pagecounts-20081029-160000.gz
2383,pagecounts-20081126-190000.gz
2384,pagecounts-20080911-130000.gz
2385,pagecounts-20080623-150000.gz
2386,pagecounts-20081209-040001.gz
2387,pagecounts-20080502-210000.gz
2388,pagecounts-20080913-170000.gz
2389,pagecounts-20080225-120000.gz
2390,pagecounts-20081215-160000.gz
2391,pagecounts-20080619-000000.gz
2392,pagecounts-20080922-100000.gz
2393,pagecounts-20080115-100000.gz
2394,pagecounts-20081116-200000.gz
2395,pagecounts-20080723-130000.gz
2396,pagecounts-20080906-160000.gz
2397,pagecounts-20081225-000000.gz
2398,pagecounts-20080824-200000.gz
2399,pagecounts-20080910-210001.gz
2400,pagecounts-20080117-060000.gz
2401,pagecounts-20080702-090000.gz
2402,pagecounts-20080326-070000.gz
2403,pagecounts-20080107-010000.gz
2404,pagecounts-20080415-090000.gz
2405,pagecounts-20080206-160000.gz
2406,pagecounts-20081128-080000.gz
2407,pagecounts-20080819-060000.gz
2408,pagecounts-20080415-140000.gz
2409,pagecounts-20080719-050000.gz
2410,pagecounts-20080610-160000.gz
2411,pagecounts-20080403-050000.gz
2412,pagecounts-20081105-080000.gz
2413,pagecounts-20081018-110000.gz
2414,pagecounts-20080611-060000.gz
2415,pagecounts-20080914-180000.gz
2416,pagecounts-20080910-170000.gz
2417,pagecounts-20081019-210000.gz
2418,pagecounts-20081018-030001.gz
2419,pagecounts-20080723-050000.gz
2420,pagecounts-20081026-210000.gz
2421,pagecounts-20080313-180000.gz
2422,pagecounts-20081102-230000.gz
2423,pagecounts-20080118-100000.gz
2424,pagecounts-20080921-170001.gz
2425,pagecounts-20080903-210000.gz
2426,pagecounts-20080926-150001.gz
2427,pagecounts-20080116-210000.gz
2428,pagecounts-20081207-060000.gz
2429,pagecounts-20080326-210000.gz
2430,pagecounts-20080513-130000.gz
2431,pagecounts-20080918-200000.gz
2432,pagecounts-20080130-120000.gz
2433,pagecounts-20080301-150001.gz
2434,pagecounts-20080407-010000.gz
2435,pagecounts-20080311-100000.gz
2436,pagecounts-20080405-170000.gz
2437,pagecounts-20080222-130000.gz
2438,pagecounts-20080716-220000.gz
2439,pagecounts-20080812-160000.gz
2440,pagecounts-20080905-080000.gz
2441,pagecounts-20080110-160000.gz
2442,pagecounts-20081204-220000.gz
2443,pagecounts-20080207-200000.gz
2444,pagecounts-20080820-070000.gz
2445,pagecounts-20081019-120000.gz
2446,pagecounts-20080702-190000.gz
2447,pagecounts-20081221-050000.gz
2448,pagecounts-20080307-010000.gz
2449,pagecounts-20081010-110000.gz
2450,pagecounts-20081015-040000.gz
2451,pagecounts-20080713-150000.gz
2452,pagecounts-20080411-060000.gz
2453,pagecounts-20080519-090000.gz
2454,pagecounts-20080627-150001.gz
2455,pagecounts-20080917-050000.gz
2456,pagecounts-20080416-140000.gz
2457,pagecounts-20081101-140000.gz
2458,pagecounts-20080119-030000.gz
2459,pagecounts-20081221-070001.gz
2460,pagecounts-20080807-210000.gz
2461,pagecounts-20080509-080000.gz
2462,pagecounts-20080219-020000.gz
2463,pagecounts-20080720-200001.gz
2464,pagecounts-20080923-110000.gz
2465,pagecounts-20080529-100000.gz
2466,pagecounts-20080810-110000.gz
2467,pagecounts-20080805-060000.gz
2468,pagecounts-20080114-060000.gz
2469,pagecounts-20080309-050001.gz
2470,pagecounts-20080127-090000.gz
2471,pagecounts-20080519-000000.gz
2472,pagecounts-20080424-010000.gz
2473,pagecounts-20081128-160000.gz
2474,pagecounts-20080129-100000.gz
2475,pagecounts-20080813-170000.gz
2476,pagecounts-20081128-140000.gz
2477,pagecounts-20080304-220001.gz
2478,pagecounts-20081004-220001.gz
2479,pagecounts-20080406-140000.gz
2480,pagecounts-20081211-180000.gz
2481,pagecounts-20080521-150000.gz
2482,pagecounts-20080216-160001.gz
2483,pagecounts-20081011-160000.gz
2484,pagecounts-20080323-120001.gz
2485,pagecounts-20080212-050000.gz
2486,pagecounts-20080425-140001.gz
2487,pagecounts-20080403-130000.gz
2488,pagecounts-20080217-140000.gz
2489,pagecounts-20080514-000000.gz
2490,pagecounts-20080923-120000.gz
2491,pagecounts-20080522-170000.gz
2492,pagecounts-20080404-090001.gz
2493,pagecounts-20080315-020000.gz
2494,pagecounts-20080211-170000.gz
2495,pagecounts-20080925-160000.gz
2496,pagecounts-20080609-090000.gz
2497,pagecounts-20080701-140001.gz
2498,pagecounts-20081107-140000.gz
2499,pagecounts-20080610-030000.gz
2500,pagecounts-20081019-230000.gz
2501,pagecounts-20081210-070000.gz
2502,pagecounts-20080522-080000.gz
2503,pagecounts-20080903-130001.gz
2504,pagecounts-20080706-110000.gz
2505,pagecounts-20080724-070000.gz
2506,pagecounts-20080708-120000.gz
2507,pagecounts-20081116-060000.gz
2508,pagecounts-20080801-160000.gz
2509,pagecounts-20080604-110001.gz
2510,pagecounts-20081215-150000.gz
2511,pagecounts-20080217-040001.gz
2512,pagecounts-20080813-160000.gz
2513,pagecounts-20080508-190000.gz
2514,pagecounts-20081206-010000.gz
2515,pagecounts-20081211-150000.gz
2516,pagecounts-20080926-230000.gz
2517,pagecounts-20080417-020000.gz
2518,pagecounts-20080710-000000.gz
2519,pagecounts-20081030-230000.gz
2520,pagecounts-20081227-200001.gz
2521,pagecounts-20080424-180000.gz
2522,pagecounts-20080907-180000.gz
2523,pagecounts-20080625-150001.gz
2524,pagecounts-20080612-030000.gz
2525,pagecounts-20080116-010001.gz
2526,pagecounts-20080103-230000.gz
2527,pagecounts-20080826-200000.gz
2528,pagecounts-20080211-120000.gz
2529,pagecounts-20080623-040000.gz
2530,pagecounts-20080924-120000.gz
2531,pagecounts-20080813-080000.gz
2532,pagecounts-20080310-140000.gz
2533,pagecounts-20081001-040000.gz
2534,pagecounts-20081001-170001.gz
2535,pagecounts-20080918-230000.gz
2536,pagecounts-20081126-070000.gz
2537,pagecounts-20080429-220000.gz
2538,pagecounts-20081028-210000.gz
2539,pagecounts-20080314-110001.gz
2540,pagecounts-20080713-200000.gz
2541,pagecounts-20080519-030000.gz
2542,pagecounts-20080802-070000.gz
2543,pagecounts-20080518-180000.gz
2544,pagecounts-20080724-130000.gz
2545,pagecounts-20080409-190000.gz
2546,pagecounts-20080927-130000.gz
2547,pagecounts-20080422-040000.gz
2548,pagecounts-20080813-190000.gz
2549,pagecounts-20080329-010001.gz
2550,pagecounts-20080418-090000.gz
2551,pagecounts-20080714-110000.gz
2552,pagecounts-20080517-210001.gz
2553,pagecounts-20080902-150000.gz
2554,pagecounts-20080811-210000.gz
2555,pagecounts-20080216-220001.gz
2556,pagecounts-20080522-100000.gz
2557,pagecounts-20080221-070000.gz
2558,pagecounts-20081126-200000.gz
2559,pagecounts-20080429-040000.gz
2560,pagecounts-20080227-100000.gz
2561,pagecounts-20080820-110000.gz
2562,pagecounts-20080622-190000.gz
2563,pagecounts-20081123-180001.gz
2564,pagecounts-20080322-180001.gz
2565,pagecounts-20080121-130000.gz
2566,pagecounts-20081030-180001.gz
2567,pagecounts-20080926-210001.gz
2568,pagecounts-20081122-130000.gz
2569,pagecounts-20080722-080000.gz
2570,pagecounts-20080903-040000.gz
2571,pagecounts-20080521-130000.gz
2572,pagecounts-20081220-230000.gz
2573,pagecounts-20081019-010000.gz
2574,pagecounts-20080817-220001.gz
2575,pagecounts-20080520-150000.gz
2576,pagecounts-20080602-110001.gz
2577,pagecounts-20080217-080000.gz
2578,pagecounts-20080225-060000.gz
2579,pagecounts-20081223-110000.gz
2580,pagecounts-20081126-060001.gz
2581,pagecounts-20080716-180000.gz
2582,pagecounts-20081227-060000.gz
2583,pagecounts-20080816-070000.gz
2584,pagecounts-20080308-050001.gz
2585,pagecounts-20080906-040000.gz
2586,pagecounts-20080318-010000.gz
2587,pagecounts-20080608-060000.gz
2588,pagecounts-20080530-230000.gz
2589,pagecounts-20080426-220000.gz
2590,pagecounts-20080204-230001.gz
2591,pagecounts-20080113-110000.gz
2592,pagecounts-20080806-040000.gz
2593,pagecounts-20080702-160000.gz
2594,pagecounts-20081017-100001.gz
2595,pagecounts-20081109-100000.gz
2596,pagecounts-20080807-000000.gz
2597,pagecounts-20080805-150000.gz
2598,pagecounts-20080829-100000.gz
2599,pagecounts-20080220-210000.gz
2600,pagecounts-20080516-190000.gz
2601,pagecounts-20081210-100000.gz
2602,pagecounts-20080212-030000.gz
2603,pagecounts-20080111-210000.gz
2604,pagecounts-20080727-200000.gz
2605,pagecounts-20081218-070000.gz
2606,pagecounts-20080729-200001.gz
2607,pagecounts-20081007-120000.gz
2608,pagecounts-20080507-000000.gz
2609,pagecounts-20080304-170000.gz
2610,pagecounts-20080515-170000.gz
2611,pagecounts-20080624-160000.gz
2612,pagecounts-20080402-070000.gz
2613,pagecounts-20080505-160001.gz
2614,pagecounts-20080215-010000.gz
2615,pagecounts-20081113-030000.gz
2616,pagecounts-20080411-220000.gz
2617,pagecounts-20080626-050000.gz
2618,pagecounts-20080429-020000.gz
2619,pagecounts-20080919-170000.gz
2620,pagecounts-20080218-100000.gz
2621,pagecounts-20081216-090000.gz
2622,pagecounts-20080127-230000.gz
2623,pagecounts-20081120-190000.gz
2624,pagecounts-20080112-040000.gz
2625,pagecounts-20080227-110000.gz
2626,pagecounts-20081111-170000.gz
2627,pagecounts-20080316-040000.gz
2628,pagecounts-20081027-000001.gz
2629,pagecounts-20081106-180000.gz
2630,pagecounts-20080813-230000.gz
2631,pagecounts-20081009-130000.gz
2632,pagecounts-20081008-040000.gz
2633,pagecounts-20080919-080000.gz
2634,pagecounts-20081105-120000.gz
2635,pagecounts-20080126-000000.gz
2636,pagecounts-20080419-150000.gz
2637,pagecounts-20081214-080000.gz
2638,pagecounts-20080107-090000.gz
2639,pagecounts-20080108-030000.gz
2640,pagecounts-20081107-100000.gz
2641,pagecounts-20080414-080000.gz
2642,pagecounts-20081223-150000.gz
2643,pagecounts-20080826-170000.gz
2644,pagecounts-20080223-140000.gz
2645,pagecounts-20080516-200000.gz
2646,pagecounts-20080306-060000.gz
2647,pagecounts-20080716-050000.gz
2648,pagecounts-20080520-210000.gz
2649,pagecounts-20080917-200000.gz
2650,pagecounts-20080107-030000.gz
2651,pagecounts-20080823-090000.gz
2652,pagecounts-20080817-120000.gz
2653,pagecounts-20080522-130000.gz
2654,pagecounts-20081006-070000.gz
2655,pagecounts-20080926-070000.gz
2656,pagecounts-20080902-170000.gz
2657,pagecounts-20080511-150001.gz
2658,pagecounts-20080429-110000.gz
2659,pagecounts-20081027-030000.gz
2660,pagecounts-20080525-190000.gz
2661,pagecounts-20080822-000001.gz
2662,pagecounts-20081204-140001.gz
2663,pagecounts-20080127-110000.gz
2664,pagecounts-20080218-220000.gz
2665,pagecounts-20080819-230000.gz
2666,pagecounts-20080521-090000.gz
2667,pagecounts-20080425-150000.gz
2668,pagecounts-20080325-210000.gz
2669,pagecounts-20080312-070000.gz
2670,pagecounts-20080702-220000.gz
2671,pagecounts-20080825-080000.gz
2672,pagecounts-20080704-210000.gz
2673,pagecounts-20080905-120001.gz
2674,pagecounts-20080808-110000.gz
2675,pagecounts-20080507-160000.gz
2676,pagecounts-20081029-040000.gz
2677,pagecounts-20080828-020000.gz
2678,pagecounts-20080717-010000.gz
2679,pagecounts-20080615-130000.gz
2680,pagecounts-20080614-190000.gz
2681,pagecounts-20080615-030001.gz
2682,pagecounts-20080502-200000.gz
2683,pagecounts-20080520-230000.gz
2684,pagecounts-20080209-080000.gz
2685,pagecounts-20080918-080000.gz
2686,pagecounts-20080619-210001.gz
2687,pagecounts-20080519-100000.gz
2688,pagecounts-20080814-160000.gz
2689,pagecounts-20080713-160001.gz
2690,pagecounts-20080526-210000.gz
2691,pagecounts-20080810-180000.gz
2692,pagecounts-20080116-110000.gz
2693,pagecounts-20080426-200000.gz
2694,pagecounts-20080309-020000.gz
2695,pagecounts-20080625-080000.gz
2696,pagecounts-20080629-050000.gz
2697,pagecounts-20080323-130000.gz
2698,pagecounts-20080308-150000.gz
2699,pagecounts-20080229-060000.gz
2700,pagecounts-20080729-010000.gz
2701,pagecounts-20080727-180000.gz
2702,pagecounts-20080711-080000.gz
2703,pagecounts-20080815-120000.gz
2704,pagecounts-20080202-170000.gz
2705,pagecounts-20080809-030000.gz
2706,pagecounts-20080906-180001.gz
2707,pagecounts-20080925-230000.gz
2708,pagecounts-20080625-110000.gz
2709,pagecounts-20080126-160000.gz
2710,pagecounts-20081228-110000.gz
2711,pagecounts-20080504-060000.gz
2712,pagecounts-20081019-020001.gz
2713,pagecounts-20080918-150000.gz
2714,pagecounts-20080607-040000.gz
2715,pagecounts-20081124-070000.gz
2716,pagecounts-20081118-020000.gz
2717,pagecounts-20080930-200000.gz
2718,pagecounts-20080601-020000.gz
2719,pagecounts-20080725-230000.gz
2720,pagecounts-20080628-200000.gz
2721,pagecounts-20080531-120001.gz
2722,pagecounts-20080513-170000.gz
2723,pagecounts-20080417-180000.gz
2724,pagecounts-20080806-110000.gz
2725,pagecounts-20080518-000000.gz
2726,pagecounts-20080212-220000.gz
2727,pagecounts-20080113-150000.gz
2728,pagecounts-20080101-230000.gz
2729,pagecounts-20080812-010001.gz
2730,pagecounts-20080321-030000.gz
2731,pagecounts-20081231-100000.gz
2732,pagecounts-20080108-160000.gz
2733,pagecounts-20080213-090000.gz
2734,pagecounts-20081227-140001.gz
2735,pagecounts-20080110-110000.gz
2736,pagecounts-20080620-110000.gz
2737,pagecounts-20080129-020001.gz
2738,pagecounts-20080911-220000.gz
2739,pagecounts-20080426-070000.gz
2740,pagecounts-20081117-080000.gz
2741,pagecounts-20080721-040000.gz
2742,pagecounts-20080225-100000.gz
2743,pagecounts-20080421-050000.gz
2744,pagecounts-20080924-010000.gz
2745,pagecounts-20081014-040000.gz
2746,pagecounts-20080518-020001.gz
2747,pagecounts-20080303-090001.gz
2748,pagecounts-20081013-090000.gz
2749,pagecounts-20081030-210000.gz
2750,pagecounts-20080731-060000.gz
2751,pagecounts-20080802-110000.gz
2752,pagecounts-20080422-000000.gz
2753,pagecounts-20081229-090000.gz
2754,pagecounts-20080611-120000.gz
2755,pagecounts-20081224-020000.gz
2756,pagecounts-20080317-020000.gz
2757,pagecounts-20081204-180000.gz
2758,pagecounts-20080203-070000.gz
2759,pagecounts-20080922-140000.gz
2760,pagecounts-20081030-010000.gz
2761,pagecounts-20081214-140000.gz
2762,pagecounts-20080622-050000.gz
2763,pagecounts-20080621-010000.gz
2764,pagecounts-20080819-200001.gz
2765,pagecounts-20080523-110000.gz
2766,pagecounts-20080124-090001.gz
2767,pagecounts-20080510-020000.gz
2768,pagecounts-20080418-110000.gz
2769,pagecounts-20080524-040000.gz
2770,pagecounts-20080115-120000.gz
2771,pagecounts-20081027-190000.gz
2772,pagecounts-20080730-210000.gz
2773,pagecounts-20080901-070000.gz
2774,pagecounts-20081103-050000.gz
2775,pagecounts-20080918-050000.gz
2776,pagecounts-20081018-070000.gz
2777,pagecounts-20080110-040000.gz
2778,pagecounts-20081018-200001.gz
2779,pagecounts-20080218-090000.gz
2780,pagecounts-20080411-180000.gz
2781,pagecounts-20080311-150000.gz
2782,pagecounts-20080522-230000.gz
2783,pagecounts-20080121-190000.gz
2784,pagecounts-20080803-160001.gz
2785,pagecounts-20081126-150000.gz
2786,pagecounts-20081125-010000.gz
2787,pagecounts-20081230-220000.gz
2788,pagecounts-20080313-040001.gz
2789,pagecounts-20080120-190000.gz
2790,pagecounts-20080420-140000.gz
2791,pagecounts-20080920-210000.gz
2792,pagecounts-20080817-200000.gz
2793,pagecounts-20080308-160000.gz
2794,pagecounts-20081125-150000.gz
2795,pagecounts-20080914-140001.gz
2796,pagecounts-20081121-190000.gz
2797,pagecounts-20080305-210000.gz
2798,pagecounts-20080621-150000.gz
2799,pagecounts-20080304-120000.gz
2800,pagecounts-20080727-190000.gz
2801,pagecounts-20080214-130000.gz
2802,pagecounts-20080927-160000.gz
2803,pagecounts-20080519-230000.gz
2804,pagecounts-20080224-200000.gz
2805,pagecounts-20081206-070000.gz
2806,pagecounts-20080410-040000.gz
2807,pagecounts-20080626-120000.gz
2808,pagecounts-20080324-100000.gz
2809,pagecounts-20080203-170000.gz
2810,pagecounts-20080615-220000.gz
2811,pagecounts-20080620-090001.gz
2812,pagecounts-20080923-000000.gz
2813,pagecounts-20080205-130000.gz
2814,pagecounts-20080614-180000.gz
2815,pagecounts-20081114-200000.gz
2816,pagecounts-20080405-160000.gz
2817,pagecounts-20081219-020000.gz
2818,pagecounts-20080618-000000.gz
2819,pagecounts-20080202-210000.gz
2820,pagecounts-20081105-030000.gz
2821,pagecounts-20080816-050000.gz
2822,pagecounts-20080107-170001.gz
2823,pagecounts-20080522-060000.gz
2824,pagecounts-20080211-230000.gz
2825,pagecounts-20080229-110000.gz
2826,pagecounts-20081127-210000.gz
2827,pagecounts-20080328-140000.gz
2828,pagecounts-20081201-150000.gz
2829,pagecounts-20080317-160000.gz
2830,pagecounts-20081216-000001.gz
2831,pagecounts-20080808-090000.gz
2832,pagecounts-20080611-130000.gz
2833,pagecounts-20081001-070000.gz
2834,pagecounts-20080819-010000.gz
2835,pagecounts-20081112-130000.gz
2836,pagecounts-20081026-010000.gz
2837,pagecounts-20081012-150000.gz
2838,pagecounts-20080517-050000.gz
2839,pagecounts-20080224-120000.gz
2840,pagecounts-20080130-080001.gz
2841,pagecounts-20080420-190000.gz
2842,pagecounts-20080313-170000.gz
2843,pagecounts-20080819-220000.gz
2844,pagecounts-20080223-200000.gz
2845,pagecounts-20080619-200000.gz
2846,pagecounts-20081111-090000.gz
2847,pagecounts-20080917-000000.gz
2848,pagecounts-20080713-020000.gz
2849,pagecounts-20080620-230000.gz
2850,pagecounts-20080529-060000.gz
2851,pagecounts-20080823-000000.gz
2852,pagecounts-20080428-040000.gz
2853,pagecounts-20080908-130000.gz
2854,pagecounts-20081211-230001.gz
2855,pagecounts-20081030-040000.gz
2856,pagecounts-20081204-070000.gz
2857,pagecounts-20080408-230000.gz
2858,pagecounts-20080118-030000.gz
2859,pagecounts-20080322-000001.gz
2860,pagecounts-20080124-110000.gz
2861,pagecounts-20080722-070001.gz
2862,pagecounts-20080806-200001.gz
2863,pagecounts-20080915-050000.gz
2864,pagecounts-20080425-220000.gz
2865,pagecounts-20081114-160000.gz
2866,pagecounts-20080701-190000.gz
2867,pagecounts-20081101-180000.gz
2868,pagecounts-20081029-010000.gz
2869,pagecounts-20081219-000000.gz
2870,pagecounts-20080310-110001.gz
2871,pagecounts-20080410-010000.gz
2872,pagecounts-20081031-100000.gz
2873,pagecounts-20081211-050001.gz
2874,pagecounts-20080827-130000.gz
2875,pagecounts-20080803-230000.gz
2876,pagecounts-20080313-110000.gz
2877,pagecounts-20081010-010000.gz
2878,pagecounts-20080317-180001.gz
2879,pagecounts-20080716-020000.gz
2880,pagecounts-20080402-220000.gz
2881,pagecounts-20080929-100000.gz
2882,pagecounts-20081210-110001.gz
2883,pagecounts-20081230-130000.gz
2884,pagecounts-20080906-060001.gz
2885,pagecounts-20080909-080000.gz
2886,pagecounts-20080915-120000.gz
2887,pagecounts-20080324-200000.gz
2888,pagecounts-20080430-110000.gz
2889,pagecounts-20080314-060000.gz
2890,pagecounts-20081113-070000.gz
2891,pagecounts-20080727-150001.gz
2892,pagecounts-20080214-110000.gz
2893,pagecounts-20081127-030000.gz
2894,pagecounts-20080515-110000.gz
2895,pagecounts-20080901-060000.gz
2896,pagecounts-20080424-110000.gz
2897,pagecounts-20080309-090000.gz
2898,pagecounts-20080921-100000.gz
2899,pagecounts-20080712-160000.gz
2900,pagecounts-20080821-210000.gz
2901,pagecounts-20080724-050001.gz
2902,pagecounts-20081201-100000.gz
2903,pagecounts-20080926-060000.gz
2904,pagecounts-20080119-050000.gz
2905,pagecounts-20081215-080000.gz
2906,pagecounts-20080308-140000.gz
2907,pagecounts-20080808-070000.gz
2908,pagecounts-20081014-090000.gz
2909,pagecounts-20080807-140001.gz
2910,pagecounts-20080805-180000.gz
2911,pagecounts-20080802-090000.gz
2912,pagecounts-20081106-160000.gz
2913,pagecounts-20081228-140001.gz
2914,pagecounts-20080614-140000.gz
2915,pagecounts-20080319-100000.gz
